2022-11-28 12:50:51 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-11-28 12:50:51 0 [Note] InnoDB: Uses event mutexes
2022-11-28 12:50:51 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-11-28 12:50:51 0 [Note] InnoDB: Number of pools: 1
2022-11-28 12:50:51 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-11-28 12:50:51 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2022-11-28 12:50:51 0 [Note] InnoDB: Completed initialization of buffer pool
2022-11-28 12:50:51 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2022-11-28 12:50:51 0 [Note] InnoDB: 128 out of 128 rollback segments are active.
2022-11-28 12:50:51 0 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2022-11-28 12:50:51 0 [Note] InnoDB: Creating shared tablespace for temporary tables
2022-11-28 12:50:51 0 [Note] InnoDB: Setting file 'C:\xampp\mysql\data\ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2022-11-28 12:50:51 0 [Note] InnoDB: File 'C:\xampp\mysql\data\ibtmp1' size is now 12 MB.
2022-11-28 12:50:51 0 [Note] InnoDB: Waiting for purge to start
2022-11-28 12:50:51 0 [Note] InnoDB: 10.4.24 started; log sequence number 300297; transaction id 170
2022-11-28 12:50:51 0 [Note] InnoDB: Loading buffer pool(s) from C:\xampp\mysql\data\ib_buffer_pool
2022-11-28 12:50:51 0 [Note] Plugin 'FEEDBACK' is disabled.
2022-11-28 12:50:51 0 [Note] Server socket created on IP: '::'.
2022-11-28 12:50:59 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-11-28 12:50:59 0 [Note] InnoDB: Uses event mutexes
2022-11-28 12:50:59 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-11-28 12:50:59 0 [Note] InnoDB: Number of pools: 1
2022-11-28 12:50:59 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-11-28 12:50:59 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2022-11-28 12:50:59 0 [Note] InnoDB: Completed initialization of buffer pool
2022-11-28 12:50:59 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300306
2022-11-28 12:50:59 0 [Note] InnoDB: 128 out of 128 rollback segments are active.
2022-11-28 12:50:59 0 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2022-11-28 12:50:59 0 [Note] InnoDB: Creating shared tablespace for temporary tables
2022-11-28 12:50:59 0 [Note] InnoDB: Setting file 'C:\xampp\mysql\data\ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2022-11-28 12:50:59 0 [Note] InnoDB: File 'C:\xampp\mysql\data\ibtmp1' size is now 12 MB.
2022-11-28 12:50:59 0 [Note] InnoDB: Waiting for purge to start
2022-11-28 12:50:59 0 [Note] InnoDB: 10.4.24 started; log sequence number 300315; transaction id 170
2022-11-28 12:50:59 0 [Note] InnoDB: Loading buffer pool(s) from C:\xampp\mysql\data\ib_buffer_pool
2022-11-28 12:50:59 0 [Note] Plugin 'FEEDBACK' is disabled.
2022-11-28 12:50:59 0 [Note] Server socket created on IP: '::'.
2022-11-28 13:07:01 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-11-28 13:07:01 0 [Note] InnoDB: Uses event mutexes
2022-11-28 13:07:01 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-11-28 13:07:01 0 [Note] InnoDB: Number of pools: 1
2022-11-28 13:07:01 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-11-28 13:07:01 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2022-11-28 13:07:01 0 [Note] InnoDB: Completed initialization of buffer pool
2022-11-28 13:07:01 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300656
2022-11-28 13:07:01 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300656, less than the log sequence number in the first system tablespace file header, 658074.
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=264] with future log sequence number 362372
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=397] with future log sequence number 626412
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 626368
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 626368
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 626324
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=396] with future log sequence number 626324
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 626280
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=395] with future log sequence number 626280
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=267] with future log sequence number 626236
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=394] with future log sequence number 626236
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=266] with future log sequence number 626192
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=393] with future log sequence number 626192
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=265] with future log sequence number 626132
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=392] with future log sequence number 626132
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=264] with future log sequence number 626088
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=391] with future log sequence number 626088
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=262] with future log sequence number 626044
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 626044
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 626000
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=389] with future log sequence number 626000
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=260] with future log sequence number 625956
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=388] with future log sequence number 625956
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=258] with future log sequence number 625912
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=387] with future log sequence number 625912
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=257] with future log sequence number 625868
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=386] with future log sequence number 625868
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 625824
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=385] with future log sequence number 625824
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=254] with future log sequence number 625780
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 625780
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=253] with future log sequence number 625736
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=372] with future log sequence number 625736
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=252] with future log sequence number 625692
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=383] with future log sequence number 625692
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=251] with future log sequence number 625632
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=382] with future log sequence number 625632
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 625588
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 625588
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 625544
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 625544
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 625500
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 625500
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 625456
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 625456
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 625412
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 625412
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 640451
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 640451
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 640407
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 640407
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 640363
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 640363
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 640275
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 640275
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=192] with future log sequence number 640231
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 640231
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 640187
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 640187
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 640148
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=327] with future log sequence number 640148
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 640109
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 640109
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 640070
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 640070
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 640031
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 640031
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 639976
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=323] with future log sequence number 639976
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 639937
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 639937
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 639898
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 639898
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 639859
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 653198
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 653198
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 652979
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 652979
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 652744
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 652744
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 652525
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 652525
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 652306
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 657744
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 657904
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=362] with future log sequence number 657744
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=224] with future log sequence number 655309
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 657764
2022-11-28 13:07:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 655309
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 483095 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 607024 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 300686 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 300686 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 300725 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 300725 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 300764 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 300764 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 639664 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 639664 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 639703 is in the future! Current system log sequence number 300674.
2022-11-28 13:07:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
